#F spectrum.dat

#S 1 Wiggler spectrum
#N 3
#L PhotonEnergy[eV]  Flux[phot/s/0.1%bw]  PowerDensity[W/eV]
 6.555805580558e+04   1.548501795447e+13   2.480973394373e-03  
 6.557255725573e+04   1.547220267711e+13   2.478920160578e-03  
 6.558705870587e+04   1.545939841414e+13   2.476868691484e-03  
 6.560156015602e+04   1.544660515572e+13   2.474818985512e-03  
 6.561606160616e+04   1.543382289219e+13   2.472771041116e-03  
 6.563056305631e+04   1.542105161363e+13   2.470724856707e-03  
 6.564506450645e+04   1.540829131032e+13   2.468680430725e-03  
 6.565956595660e+04   1.539554197252e+13   2.466637761613e-03  
 6.567406740674e+04   1.538280359048e+13   2.464596847808e-03  
 6.568856885689e+04   1.537007631622e+13   2.462557713665e-03  
 6.570307030703e+04   1.535735981664e+13   2.460520305816e-03  
 6.571757175718e+04   1.534465424367e+13   2.458484648602e-03  
 6.573207320732e+04   1.533195958751e+13   2.456450740455e-03  
 6.574657465747e+04   1.531927583851e+13   2.454418579826e-03  
 6.576107610761e+04   1.530660298694e+13   2.452388165159e-03  
 6.577557755776e+04   1.529394102308e+13   2.450359494895e-03  
 6.579007900790e+04   1.528128993728e+13   2.448332567489e-03  
 6.580458045805e+04   1.526864971987e+13   2.446307381391e-03  
 6.581908190819e+04   1.525602036124e+13   2.444283935061e-03  
 6.583358335834e+04   1.524340185163e+13   2.442262226936e-03  
 6.584808480848e+04   1.523079418148e+13   2.440242255484e-03  
 6.586258625863e+04   1.521819750321e+13   2.438224045124e-03  
 6.587708770877e+04   1.520561148325e+13   2.436207542415e-03  
 6.589158915892e+04   1.519303627381e+13   2.434192771742e-03  
 6.590609060906e+04   1.518047186537e+13   2.432179731579e-03  
 6.592059205921e+04   1.516791824824e+13   2.430168420375e-03  
 6.593509350935e+04   1.515537541286e+13   2.428158836599e-03  
 6.594959495950e+04   1.514284334969e+13   2.426150978719e-03  
 6.596409640964e+04   1.513032204904e+13   2.424144845187e-03  
 6.597859785979e+04   1.511781150143e+13   2.422140434481e-03  
 6.599309930993e+04   1.510531169733e+13   2.420137745075e-03  
 6.600760076008e+04   1.509282262713e+13   2.418136775429e-03  
 6.602210221022e+04   1.508034428130e+13   2.416137524017e-03  
 6.603660366037e+04   1.506787665032e+13   2.414139989314e-03  
 6.605110511051e+04   1.505541972473e+13   2.412144169803e-03  
 6.606560656066e+04   1.504297349491e+13   2.410150063943e-03  
 6.608010801080e+04   1.503053795139e+13   2.408157670217e-03  
 6.609460946095e+04   1.501811308469e+13   2.406166987106e-03  
 6.610911091109e+04   1.500569888534e+13   2.404178013094e-03  
 6.612361236124e+04   1.499329534384e+13   2.402190746657e-03  
 6.613811381138e+04   1.498090245070e+13   2.400205186275e-03  
 6.615261526153e+04   1.496852019650e+13   2.398221330439e-03  
 6.616711671167e+04   1.495614857178e+13   2.396239177634e-03  
 6.618161816182e+04   1.494378756707e+13   2.394258726342e-03  
 6.619611961196e+04   1.493143717291e+13   2.392279975047e-03  
 6.621062106211e+04   1.491909737993e+13   2.390302922250e-03  
 6.622512251225e+04   1.490676817873e+13   2.388327566441e-03  
 6.623962396240e+04   1.489444955982e+13   2.386353906103e-03  
 6.625412541254e+04   1.488214151386e+13   2.384381939739e-03  
 6.626862686269e+04   1.486984403141e+13   2.382411665834e-03  
 6.628312831283e+04   1.485755710318e+13   2.380443082904e-03  
 6.629762976298e+04   1.484528071964e+13   2.378476189418e-03  
 6.631213121312e+04   1.483301487156e+13   2.376510983898e-03  
 6.632663266327e+04   1.482075954956e+13   2.374547464843e-03  
 6.634113411341e+04   1.480851474424e+13   2.372585630747e-03  
 6.635563556356e+04   1.479628044630e+13   2.370625480117e-03  
 6.637013701370e+04   1.478405664635e+13   2.368667011452e-03  
 6.638463846385e+04   1.477184333514e+13   2.366710223267e-03  
 6.639913991399e+04   1.475964050331e+13   2.364755114064e-03  
 6.641364136414e+04   1.474744814154e+13   2.362801682351e-03  
 6.642814281428e+04   1.473526624059e+13   2.360849926645e-03  
 6.644264426443e+04   1.472309479115e+13   2.358899845455e-03  
 6.645714571457e+04   1.471093378395e+13   2.356951437296e-03  
 6.647164716472e+04   1.469878320961e+13   2.355004700666e-03  
 6.648614861486e+04   1.468664305896e+13   2.353059634097e-03  
 6.650065006501e+04   1.467451332280e+13   2.351116236111e-03  
 6.651515151515e+04   1.466239399176e+13   2.349174505210e-03  
 6.652965296530e+04   1.465028522046e+13   2.347234466165e-03  
 6.654415441544e+04   1.463818667229e+13   2.345296065047e-03  
 6.655865586559e+04   1.462609850162e+13   2.343359326588e-03  
 6.657315731573e+04   1.461402069918e+13   2.341424249302e-03  
 6.658765876588e+04   1.460195325581e+13   2.339490831721e-03  
 6.660216021602e+04   1.458989616230e+13   2.337559072372e-03  
 6.661666166617e+04   1.457784940950e+13   2.335628969788e-03  
 6.663116311631e+04   1.456581298814e+13   2.333700522482e-03  
 6.664566456646e+04   1.455378688913e+13   2.331773728998e-03  
 6.666016601660e+04   1.454177110326e+13   2.329848587862e-03  
 6.667466746675e+04   1.452976562141e+13   2.327925097612e-03  
 6.668916891689e+04   1.451777043444e+13   2.326003256783e-03  
 6.670367036704e+04   1.450578553314e+13   2.324083063900e-03  
 6.671817181718e+04   1.449381090843e+13   2.322164517510e-03  
 6.673267326733e+04   1.448184655123e+13   2.320247616155e-03  
 6.674717471747e+04   1.446989245232e+13   2.318332358361e-03  
 6.676167616762e+04   1.445794860268e+13   2.316418742679e-03  
 6.677617761776e+04   1.444601499321e+13   2.314506767653e-03  
 6.679067906791e+04   1.443409161478e+13   2.312596431822e-03  
 6.680518051805e+04   1.442217845832e+13   2.310687733729e-03  
 6.681968196820e+04   1.441027551478e+13   2.308780671928e-03  
 6.683418341834e+04   1.439838277505e+13   2.306875244957e-03  
 6.684868486849e+04   1.438650023016e+13   2.304971451379e-03  
 6.686318631863e+04   1.437462787094e+13   2.303069289726e-03  
 6.687768776878e+04   1.436276568847e+13   2.301168758568e-03  
 6.689218921892e+04   1.435091367366e+13   2.299269856448e-03  
 6.690669066907e+04   1.433907181750e+13   2.297372581924e-03  
 6.692119211921e+04   1.432724011094e+13   2.295476933545e-03  
 6.693569356936e+04   1.431541854501e+13   2.293582909875e-03  
 6.695019501950e+04   1.430360711073e+13   2.291690509473e-03  
 6.696469646965e+04   1.429180579908e+13   2.289799730895e-03  
 6.697919791979e+04   1.428001460111e+13   2.287910572707e-03  
 6.699369936994e+04   1.426823350778e+13   2.286023033463e-03  
 6.700820082008e+04   1.425646251018e+13   2.284137111730e-03  
 6.702270227023e+04   1.424470159938e+13   2.282252806082e-03  
 6.703720372037e+04   1.423295076633e+13   2.280370115069e-03  
 6.705170517052e+04   1.422121000219e+13   2.278489037271e-03  
 6.706620662066e+04   1.420947929795e+13   2.276609571249e-03  
 6.708070807081e+04   1.419775864477e+13   2.274731715582e-03  
 6.709520952095e+04   1.418604803367e+13   2.272855468835e-03  
 6.710971097110e+04   1.417434745571e+13   2.270980829573e-03  
 6.712421242124e+04   1.416265690212e+13   2.269107796393e-03  
 6.713871387139e+04   1.415097636387e+13   2.267236367847e-03  
 6.715321532153e+04   1.413930583215e+13   2.265366542526e-03  
 6.716771677168e+04   1.412764529805e+13   2.263498318998e-03  
 6.718221822182e+04   1.411599491803e+13   2.261631722333e-03  
 6.719671967197e+04   1.410435435287e+13   2.259766698183e-03  
 6.721122112211e+04   1.409272375876e+13   2.257903271570e-03  
 6.722572257226e+04   1.408110312686e+13   2.256041441079e-03  
 6.724022402240e+04   1.406949244832e+13   2.254181205293e-03  
 6.725472547255e+04   1.405789171436e+13   2.252322562805e-03  
 6.726922692269e+04   1.404630091612e+13   2.250465512193e-03  
 6.728372837284e+04   1.403472004482e+13   2.248610052054e-03  
 6.729822982298e+04   1.402314909159e+13   2.246756180965e-03  
 6.731273127313e+04   1.401158804771e+13   2.244903897528e-03  
 6.732723272327e+04   1.400003690436e+13   2.243053200331e-03  
 6.734173417342e+04   1.398849565279e+13   2.241204087971e-03  
 6.735623562356e+04   1.397696428419e+13   2.239356559039e-03  
 6.737073707371e+04   1.396544278982e+13   2.237510612131e-03  
 6.738523852385e+04   1.395393116091e+13   2.235666245846e-03  
 6.739973997400e+04   1.394242938870e+13   2.233823458777e-03  
 6.741424142414e+04   1.393093746449e+13   2.231982249532e-03  
 6.742874287429e+04   1.391945537957e+13   2.230142616715e-03  
 6.744324432443e+04   1.390798312510e+13   2.228304558910e-03  
 6.745774577458e+04   1.389652069252e+13   2.226468074745e-03  
 6.747224722472e+04   1.388506807300e+13   2.224633162806e-03  
 6.748674867487e+04   1.387362525790e+13   2.222799821709e-03  
 6.750125012501e+04   1.386219223848e+13   2.220968050051e-03  
 6.751575157516e+04   1.385076900614e+13   2.219137846457e-03  
 6.753025302530e+04   1.383935555213e+13   2.217309209525e-03  
 6.754475447545e+04   1.382795186779e+13   2.215482137864e-03  
 6.755925592559e+04   1.381655794452e+13   2.213656630101e-03  
 6.757375737574e+04   1.380517394003e+13   2.211832711502e-03  
 6.758825882588e+04   1.379379951307e+13   2.210010327392e-03  
 6.760276027603e+04   1.378243482116e+13   2.208189503008e-03  
 6.761726172617e+04   1.377107985579e+13   2.206370236990e-03  
 6.763176317632e+04   1.375973460821e+13   2.204552527931e-03  
 6.764626462646e+04   1.374839906988e+13   2.202736374466e-03  
 6.766076607661e+04   1.373707323218e+13   2.200921775214e-03  
 6.767526752675e+04   1.372575708654e+13   2.199108728801e-03  
 6.768976897690e+04   1.371445062434e+13   2.197297233846e-03  
 6.770427042704e+04   1.370315383696e+13   2.195487288968e-03  
 6.771877187719e+04   1.369186671589e+13   2.193678892804e-03  
 6.773327332733e+04   1.368058925255e+13   2.191872043979e-03  
 6.774777477748e+04   1.366932143835e+13   2.190066741117e-03  
 6.776227622762e+04   1.365806326477e+13   2.188262982851e-03  
 6.777677767777e+04   1.364681472329e+13   2.186460767818e-03  
 6.779127912791e+04   1.363557580532e+13   2.184660094642e-03  
 6.780578057806e+04   1.362434650235e+13   2.182860961959e-03  
 6.782028202820e+04   1.361312680595e+13   2.181063368417e-03  
 6.783478347835e+04   1.360191670744e+13   2.179267312628e-03  
 6.784928492849e+04   1.359071619846e+13   2.177472793250e-03  
 6.786378637864e+04   1.357952527042e+13   2.175679808907e-03  
 6.787828782878e+04   1.356834391492e+13   2.173888358256e-03  
 6.789278927893e+04   1.355717229053e+13   2.172098466699e-03  
 6.790729072907e+04   1.354601005477e+13   2.170310079368e-03  
 6.792179217922e+04   1.353485736613e+13   2.168523221654e-03  
 6.793629362936e+04   1.352371421607e+13   2.166737892188e-03  
 6.795079507951e+04   1.351258059624e+13   2.164954089634e-03  
 6.796529652965e+04   1.350145649809e+13   2.163171812621e-03  
 6.797979797980e+04   1.349034191326e+13   2.161391059810e-03  
 6.799429942994e+04   1.347923683327e+13   2.159611829842e-03  
 6.800880088009e+04   1.346814124975e+13   2.157834121376e-03  
 6.802330233023e+04   1.345705515426e+13   2.156057933061e-03  
 6.803780378038e+04   1.344597853845e+13   2.154283263557e-03  
 6.805230523052e+04   1.343491139384e+13   2.152510111507e-03  
 6.806680668067e+04   1.342385371208e+13   2.150738475572e-03  
 6.808130813081e+04   1.341280548482e+13   2.148968354417e-03  
 6.809580958096e+04   1.340176670364e+13   2.147199746688e-03  
 6.811031103110e+04   1.339073736022e+13   2.145432651058e-03  
 6.812481248125e+04   1.337971744620e+13   2.143667066183e-03  
 6.813931393139e+04   1.336870695313e+13   2.141902990710e-03  
 6.815381538154e+04   1.335770587279e+13   2.140140423323e-03  
 6.816831683168e+04   1.334671419682e+13   2.138379362682e-03  
 6.818281828183e+04   1.333573191685e+13   2.136619807446e-03  
 6.819731973197e+04   1.332475902460e+13   2.134861756289e-03  
 6.821182118212e+04   1.331379551172e+13   2.133105207872e-03  
 6.822632263226e+04   1.330284153796e+13   2.131350187792e-03  
 6.824082408241e+04   1.329189675920e+13   2.129596640913e-03  
 6.825532553255e+04   1.328096133498e+13   2.127844592796e-03  
 6.826982698270e+04   1.327003525697e+13   2.126094042107e-03  
 6.828432843284e+04   1.325911851685e+13   2.124344987513e-03  
 6.829882988299e+04   1.324821110647e+13   2.122597427708e-03  
 6.831333133313e+04   1.323731301752e+13   2.120851361361e-03  
 6.832783278328e+04   1.322642424171e+13   2.119106787144e-03  
 6.834233423342e+04   1.321554477086e+13   2.117363703746e-03  
 6.835683568357e+04   1.320467459668e+13   2.115622109838e-03  
 6.837133713371e+04   1.319381371097e+13   2.113882004106e-03  
 6.838583858386e+04   1.318296210549e+13   2.112143385232e-03  
 6.840034003400e+04   1.317211977205e+13   2.110406251903e-03  
 6.841484148415e+04   1.316128670244e+13   2.108670602803e-03  
 6.842934293429e+04   1.315046288841e+13   2.106936436610e-03  
 6.844384438444e+04   1.313964832187e+13   2.105203752027e-03  
 6.845834583458e+04   1.312884299456e+13   2.103472547733e-03  
 6.847284728473e+04   1.311804689828e+13   2.101742822413e-03  
 6.848734873487e+04   1.310726002494e+13   2.100014574773e-03  
 6.850185018502e+04   1.309648236632e+13   2.098287803491e-03  
 6.851635163516e+04   1.308571391431e+13   2.096562507272e-03  
 6.853085308531e+04   1.307495466070e+13   2.094838684799e-03  
 6.854535453545e+04   1.306420476613e+13   2.093116361809e-03  
 6.855985598560e+04   1.305346388524e+13   2.091395482970e-03  
 6.857435743574e+04   1.304273217839e+13   2.089676073974e-03  
 6.858885888589e+04   1.303200963747e+13   2.087958133521e-03  
 6.860336033603e+04   1.302129625434e+13   2.086241660310e-03  
 6.861786178618e+04   1.301059202098e+13   2.084526653052e-03  
 6.863236323632e+04   1.299989692923e+13   2.082813110441e-03  
 6.864686468647e+04   1.298921097095e+13   2.081101031175e-03  
 6.866136613661e+04   1.297853413815e+13   2.079390413971e-03  
 6.867586758676e+04   1.296786642278e+13   2.077681257540e-03  
 6.869036903690e+04   1.295720781667e+13   2.075973560576e-03  
 6.870487048705e+04   1.294655831183e+13   2.074267321793e-03  
 6.871937193719e+04   1.293591790013e+13   2.072562539894e-03  
 6.873387338734e+04   1.292528674290e+13   2.070859240723e-03  
 6.874837483748e+04   1.291466449378e+13   2.069157368788e-03  
 6.876287628763e+04   1.290405131375e+13   2.067456949882e-03  
 6.877737773777e+04   1.289344719481e+13   2.065757982723e-03  
 6.879187918792e+04   1.288285212886e+13   2.064060466014e-03  
 6.880638063806e+04   1.287226610801e+13   2.062364398488e-03  
 6.882088208821e+04   1.286168912422e+13   2.060669778859e-03  
 6.883538353835e+04   1.285112116948e+13   2.058976605844e-03  
 6.884988498850e+04   1.284056223579e+13   2.057284878161e-03  
 6.886438643864e+04   1.283001231523e+13   2.055594594539e-03  
 6.887888788879e+04   1.281947156929e+13   2.053905780855e-03  
 6.889338933893e+04   1.280893965125e+13   2.052218381554e-03  
 6.890789078908e+04   1.279841672239e+13   2.050532422481e-03  
 6.892239223922e+04   1.278790277480e+13   2.048847902365e-03  
 6.893689368937e+04   1.277739780049e+13   2.047164819927e-03  
 6.895139513951e+04   1.276690179161e+13   2.045483173910e-03  
 6.896589658966e+04   1.275641474017e+13   2.043802963032e-03  
 6.898039803980e+04   1.274593663826e+13   2.042124186026e-03  
 6.899489948995e+04   1.273546747797e+13   2.040446841627e-03  
 6.900940094009e+04   1.272500725141e+13   2.038770928570e-03  
 6.902390239024e+04   1.271455612048e+13   2.037096472791e-03  
 6.903840384038e+04   1.270411373789e+13   2.035423418652e-03  
 6.905290529053e+04   1.269368026530e+13   2.033751792054e-03  
 6.906740674067e+04   1.268325569489e+13   2.032081591740e-03  
 6.908190819082e+04   1.267284001881e+13   2.030412816455e-03  
 6.909640964096e+04   1.266243322914e+13   2.028745464932e-03  
 6.911091109111e+04   1.265203531809e+13   2.027079535919e-03  
 6.912541254125e+04   1.264164627771e+13   2.025415028145e-03  
 6.913991399140e+04   1.263126610023e+13   2.023751940363e-03  
 6.915441544154e+04   1.262089477783e+13   2.022090271321e-03  
 6.916891689169e+04   1.261053230260e+13   2.020430019753e-03  
 6.918341834183e+04   1.260017883721e+13   2.018771211720e-03  
 6.919791979198e+04   1.258983403328e+13   2.017113791405e-03  
 6.921242124212e+04   1.257954888522e+13   2.015465929015e-03  
 6.922692269227e+04   1.256922178940e+13   2.013811345853e-03  
 6.924142414241e+04   1.255890350186e+13   2.012158173934e-03  
 6.925592559256e+04   1.254859401483e+13   2.010506412011e-03  
 6.927042704270e+04   1.253829332052e+13   2.008856058837e-03  
 6.928492849285e+04   1.252800141116e+13   2.007207113168e-03  
 6.929942994299e+04   1.251771827899e+13   2.005559573760e-03  
 6.931393139314e+04   1.250744391626e+13   2.003913439369e-03  
 6.932843284328e+04   1.249717831521e+13   2.002268708756e-03  
 6.934293429343e+04   1.248692146811e+13   2.000625380679e-03  
 6.935743574357e+04   1.247667336721e+13   1.998983453900e-03  
 6.937193719372e+04   1.246643400480e+13   1.997342927180e-03  
 6.938643864386e+04   1.245620337315e+13   1.995703799282e-03  
 6.940094009401e+04   1.244598146455e+13   1.994066068970e-03  
 6.941544154415e+04   1.243576827129e+13   1.992429735010e-03  
 6.942994299430e+04   1.242556378567e+13   1.990794796168e-03  
 6.944444444444e+04   1.241536800000e+13   1.989161251212e-03  
 6.945894589459e+04   1.240518090660e+13   1.987529098909e-03  
 6.947344734473e+04   1.239500249778e+13   1.985898338031e-03  
 6.948794879488e+04   1.238483276587e+13   1.984268967348e-03  
 6.950245024502e+04   1.237467170321e+13   1.982640985631e-03  
 6.951695169517e+04   1.236451930215e+13   1.981014391654e-03  
 6.953145314531e+04   1.235437555502e+13   1.979389184192e-03  
 6.954595459546e+04   1.234424045419e+13   1.977765362019e-03  
 6.956045604560e+04   1.233411399203e+13   1.976142923912e-03  
 6.957495749575e+04   1.232399616089e+13   1.974521868648e-03  
 6.958945894589e+04   1.231388695316e+13   1.972902195007e-03  
 6.960396039604e+04   1.230378636122e+13   1.971283901768e-03  
 6.961846184618e+04   1.229369437747e+13   1.969666987712e-03  
 6.963296329633e+04   1.228361099430e+13   1.968051451621e-03  
 6.964746474647e+04   1.227353620411e+13   1.966437292278e-03  
 6.966196619662e+04   1.226346999933e+13   1.964824508468e-03  
 6.967646764676e+04   1.225341237235e+13   1.963213098975e-03  
 6.969096909691e+04   1.224336331562e+13   1.961603062586e-03  
 6.970547054705e+04   1.223332282157e+13   1.959994398089e-03  
 6.971997199720e+04   1.222329088263e+13   1.958387104273e-03  
 6.973447344734e+04   1.221326749124e+13   1.956781179926e-03  
 6.974897489749e+04   1.220325263988e+13   1.955176623841e-03  
 6.976347634763e+04   1.219324632098e+13   1.953573434808e-03  
 6.977797779778e+04   1.218324852703e+13   1.951971611622e-03  
 6.979247924792e+04   1.217325925048e+13   1.950371153075e-03  
 6.980698069807e+04   1.216327848384e+13   1.948772057964e-03  
 6.982148214821e+04   1.215330621957e+13   1.947174325084e-03  
 6.983598359836e+04   1.214334245018e+13   1.945577953234e-03  
 6.985048504850e+04   1.213338716817e+13   1.943982941211e-03  
 6.986498649865e+04   1.212344036604e+13   1.942389287815e-03  
 6.987948794879e+04   1.211350203631e+13   1.940796991848e-03  
 6.989398939894e+04   1.210357217149e+13   1.939206052110e-03  
 6.990849084908e+04   1.209365076413e+13   1.937616467405e-03  
 6.992299229923e+04   1.208373780676e+13   1.936028236537e-03  
 6.993749374937e+04   1.207383329190e+13   1.934441358310e-03  
 6.995199519952e+04   1.206393721213e+13   1.932855831531e-03  
 6.996649664966e+04   1.205404955998e+13   1.931271655007e-03  
 6.998099809981e+04   1.204417032802e+13   1.929688827548e-03  
 6.999549954995e+04   1.203429950883e+13   1.928107347960e-03  
 7.001000100010e+04   1.202443709497e+13   1.926527215056e-03  
 7.002450245025e+04   1.201458307903e+13   1.924948427647e-03  
 7.003900390039e+04   1.200473745359e+13   1.923370984545e-03  
 7.005350535054e+04   1.199490021126e+13   1.921794884565e-03  
 7.006800680068e+04   1.198507134464e+13   1.920220126521e-03  
 7.008250825083e+04   1.197525084633e+13   1.918646709229e-03  
 7.009700970097e+04   1.196543870896e+13   1.917074631505e-03  
 7.011151115112e+04   1.195563492514e+13   1.915503892169e-03  
 7.012601260126e+04   1.194583948750e+13   1.913934490039e-03  
 7.014051405141e+04   1.193605238869e+13   1.912366423935e-03  
 7.015501550155e+04   1.192627362133e+13   1.910799692679e-03  
 7.016951695170e+04   1.191650317809e+13   1.909234295093e-03  
 7.018401840184e+04   1.190674105162e+13   1.907670230000e-03  
 7.019851985199e+04   1.189698723458e+13   1.906107496225e-03  
 7.021302130213e+04   1.188724171964e+13   1.904546092592e-03  
 7.022752275228e+04   1.187750449948e+13   1.902986017930e-03  
 7.024202420242e+04   1.186777556678e+13   1.901427271066e-03  
 7.025652565257e+04   1.185805491423e+13   1.899869850828e-03  
 7.027102710271e+04   1.184834253453e+13   1.898313756046e-03  
 7.028552855286e+04   1.183863842038e+13   1.896758985551e-03  
 7.030003000300e+04   1.182894256448e+13   1.895205538174e-03  
 7.031453145315e+04   1.181925495956e+13   1.893653412750e-03  
 7.032903290329e+04   1.180957559834e+13   1.892102608111e-03  
 7.034353435344e+04   1.179990447354e+13   1.890553123094e-03  
 7.035803580358e+04   1.179024157791e+13   1.889004956534e-03  
 7.037253725373e+04   1.178058690418e+13   1.887458107269e-03  
 7.038703870387e+04   1.177094044511e+13   1.885912574136e-03  
 7.040154015402e+04   1.176130219344e+13   1.884368355975e-03  
 7.041604160416e+04   1.175167214195e+13   1.882825451627e-03  
 7.043054305431e+04   1.174205028341e+13   1.881283859932e-03  
 7.044504450445e+04   1.173243661057e+13   1.879743579735e-03  
 7.045954595460e+04   1.172283111624e+13   1.878204609877e-03  
 7.047404740474e+04   1.171323379319e+13   1.876666949203e-03  
 7.048854885489e+04   1.170364463423e+13   1.875130596560e-03  
 7.050305030503e+04   1.169406363215e+13   1.873595550794e-03  
 7.051755175518e+04   1.168449077976e+13   1.872061810753e-03  
 7.053205320532e+04   1.167492606988e+13   1.870529375285e-03  
 7.054655465547e+04   1.166536949533e+13   1.868998243240e-03  
 7.056105610561e+04   1.165582104894e+13   1.867468413469e-03  
 7.057555755576e+04   1.164628072354e+13   1.865939884825e-03  
 7.059005900590e+04   1.163674851196e+13   1.864412656160e-03  
 7.060456045605e+04   1.162722440707e+13   1.862886726328e-03  
 7.061906190619e+04   1.161770840171e+13   1.861362094184e-03  
 7.063356335634e+04   1.160820048874e+13   1.859838758585e-03  
 7.064806480648e+04   1.159870066103e+13   1.858316718386e-03  
 7.066256625663e+04   1.158920891146e+13   1.856795972448e-03  
 7.067706770677e+04   1.157972523290e+13   1.855276519628e-03  
 7.069156915692e+04   1.157024961823e+13   1.853758358788e-03  
 7.070607060706e+04   1.156078206036e+13   1.852241488788e-03  
 7.072057205721e+04   1.155132255218e+13   1.850725908490e-03  
 7.073507350735e+04   1.154187108660e+13   1.849211616758e-03  
 7.074957495750e+04   1.153242765652e+13   1.847698612457e-03  
 7.076407640764e+04   1.152299225487e+13   1.846186894452e-03  
 7.077857785779e+04   1.151356487457e+13   1.844676461609e-03  
 7.079307930793e+04   1.150414550856e+13   1.843167312795e-03  
 7.080758075808e+04   1.149473414977e+13   1.841659446880e-03  
 7.082208220822e+04   1.148533079114e+13   1.840152862733e-03  
 7.083658365837e+04   1.147593542563e+13   1.838647559224e-03  
 7.085108510851e+04   1.146654804619e+13   1.837143535225e-03  
 7.086558655866e+04   1.145716864579e+13   1.835640789609e-03  
 7.088008800880e+04   1.144779721739e+13   1.834139321248e-03  
 7.089458945895e+04   1.143843375398e+13   1.832639129018e-03  
 7.090909090909e+04   1.142907824853e+13   1.831140211795e-03  
 7.092359235924e+04   1.141973069404e+13   1.829642568456e-03  
 7.093809380938e+04   1.141039108349e+13   1.828146197877e-03  
 7.095259525953e+04   1.140105940989e+13   1.826651098937e-03  
 7.096709670967e+04   1.139173566625e+13   1.825157270517e-03  
 7.098159815982e+04   1.138241984559e+13   1.823664711498e-03  
 7.099609960996e+04   1.137311194091e+13   1.822173420760e-03  
 7.101060106011e+04   1.136381194526e+13   1.820683397187e-03  
 7.102510251025e+04   1.135451985166e+13   1.819194639663e-03  
 7.103960396040e+04   1.134523565316e+13   1.817707147071e-03  
 7.105410541054e+04   1.133595934279e+13   1.816220918300e-03  
 7.106860686069e+04   1.132669091362e+13   1.814735952234e-03  
 7.108310831083e+04   1.131743035870e+13   1.813252247763e-03  
 7.109760976098e+04   1.130817767109e+13   1.811769803774e-03  
 7.111211121112e+04   1.129893284387e+13   1.810288619158e-03  
 7.112661266127e+04   1.128969587011e+13   1.808808692806e-03  
 7.114111411141e+04   1.128046674290e+13   1.807330023609e-03  
 7.115561556156e+04   1.127124545533e+13   1.805852610461e-03  
 7.117011701170e+04   1.126203200050e+13   1.804376452255e-03  
 7.118461846185e+04   1.125282637150e+13   1.802901547887e-03  
 7.119911991199e+04   1.124362856144e+13   1.801427896252e-03  
 7.121362136214e+04   1.123443856345e+13   1.799955496246e-03  
 7.122812281228e+04   1.122525637064e+13   1.798484346769e-03  
 7.124262426243e+04   1.121608197614e+13   1.797014446719e-03  
 7.125712571257e+04   1.120691537308e+13   1.795545794996e-03  
 7.127162716272e+04   1.119775655460e+13   1.794078390501e-03  
 7.128612861286e+04   1.118860551386e+13   1.792612232135e-03  
 7.130063006301e+04   1.117946224400e+13   1.791147318802e-03  
 7.131513151315e+04   1.117032673818e+13   1.789683649406e-03  
 7.132963296330e+04   1.116119898957e+13   1.788221222851e-03  
 7.134413441344e+04   1.115207899133e+13   1.786760038044e-03  
 7.135863586359e+04   1.114296673665e+13   1.785300093890e-03  
 7.137313731373e+04   1.113386221871e+13   1.783841389299e-03  
 7.138763876388e+04   1.112476543070e+13   1.782383923180e-03  
 7.140214021402e+04   1.111567636581e+13   1.780927694441e-03  
 7.141664166417e+04   1.110659501724e+13   1.779472701993e-03  
 7.143114311431e+04   1.109752137822e+13   1.778018944749e-03  
 7.144564456446e+04   1.108845544194e+13   1.776566421622e-03  
 7.146014601460e+04   1.107939720163e+13   1.775115131525e-03  
 7.147464746475e+04   1.107034665051e+13   1.773665073373e-03  
 7.148914891489e+04   1.106130378183e+13   1.772216246082e-03  
 7.150365036504e+04   1.105226858881e+13   1.770768648569e-03  
 7.151815181518e+04   1.104324106471e+13   1.769322279751e-03  
 7.153265326533e+04   1.103422120277e+13   1.767877138547e-03  
 7.154715471547e+04   1.102520899626e+13   1.766433223877e-03  
 7.156165616562e+04   1.101620443843e+13   1.764990534662e-03  
 7.157615761576e+04   1.100720752255e+13   1.763549069822e-03  
 7.159065906591e+04   1.099821824191e+13   1.762108828282e-03  
 7.160516051605e+04   1.098923658978e+13   1.760669808964e-03  
 7.161966196620e+04   1.098026255945e+13   1.759232010793e-03  
 7.163416341634e+04   1.097129614422e+13   1.757795432696e-03  
 7.164866486649e+04   1.096233733737e+13   1.756360073597e-03  
 7.166316631663e+04   1.095338613224e+13   1.754925932425e-03  
 7.167766776678e+04   1.094444252211e+13   1.753493008108e-03  
 7.169216921692e+04   1.093550650032e+13   1.752061299576e-03  
 7.170667066707e+04   1.092657806018e+13   1.750630805760e-03  
 7.172117211721e+04   1.091765719503e+13   1.749201525591e-03  
 7.173567356736e+04   1.090874389820e+13   1.747773457999e-03  
 7.175017501750e+04   1.089983816305e+13   1.746346601922e-03  
 7.176467646765e+04   1.089093998290e+13   1.744920956290e-03  
 7.177917791779e+04   1.088204935112e+13   1.743496520040e-03  
 7.179367936794e+04   1.087316643773e+13   1.742073320412e-03  
 7.180818081808e+04   1.086429088301e+13   1.740651299773e-03  
 7.182268226823e+04   1.085542285676e+13   1.739230485328e-03  
 7.183718371837e+04   1.084656235235e+13   1.737810876016e-03  
 7.185168516852e+04   1.083770936318e+13   1.736392470777e-03  
